WORK_ORD_NO,WORK_ORD_STATUS,WORK_ORD_STATUS,WORK_ORD_COMPLETION_DT,WORK_ORD_CLOSE_DT,JOB_EFFECTIVE_DT,ACT_NO,GRP_ID,STATUS_CD,EXECUTED_DT,LAST_UPDATE_ID,LAST_UPDATE_DT
ZBC0789001,4,Closed,2023-02-27 12:10:08,2023-02-27 18:01:10,2023-02-27 00:00:00,4,BATCH_DCI,COM,,OM_JOB_SERVER,2023-02-27 12:10:09
ZBC0789002,4,Closed,2023-03-01 10:55:28,2023-03-01 12:01:11,2023-02-28 00:00:00,0,FRMS_HALF,COM,,OM_JOB_SERVER,2023-02-09 17:02:19
ZBC0789002,4,Closed,2023-03-01 10:55:28,2023-03-01 12:01:11,2023-02-28 00:00:00,1,GSDT7,COM,,p1326104,2023-03-01 10:54:41
ZBC0789002,4,Closed,2023-03-01 10:55:28,2023-03-01 12:01:11,2023-02-28 00:00:00,2,SGX1,COM,,p1326104,2023-03-01 10:55:12
ZBC0789002,4,Closed,2023-03-01 10:55:28,2023-03-01 12:01:11,2023-02-28 00:00:00,3,FRMS_FULL,COM,,OM_JOB_SERVER,2023-03-01 10:55:17
ZBC0789002,4,Closed,2023-03-01 10:55:28,2023-03-01 12:01:11,2023-02-28 00:00:00,4,BATCH_DCI,COM,,OM_JOB_SERVER,2023-03-01 10:55:29
ZBC0808001,9,PONR,,,2023-03-09 07:34:00,0,WFM,COM,,AsDWFMss,2023-02-09 11:27:36
ZBC0808001,9,PONR,,,2023-03-09 07:34:00,1,FRMS_HALF,COM,,OM_AUTO_ALLOC,2023-02-09 11:26:20
ZBC0808001,9,PONR,,,2023-03-09 07:34:00,2,DWFM,RDY,,OM_AUTO_ALLOC,2023-02-09 11:26:21
ZBC0808001,9,PONR,,,2023-03-09 07:34:00,3,SLMD,COM,2023-03-06 00:04:00,AsSLMDEss,2023-03-09 07:34:59
ZBC0808001,9,PONR,,,2023-03-09 07:34:00,4,SGMDP,COM,2023-03-09 07:35:00,AsSLMDEss,2023-03-09 07:35:13
ZBC0808001,9,PONR,,,2023-03-09 07:34:00,5,FRMS_FULL,COM,,OM_JOB_SERVER,2023-03-09 07:35:17
ZBC1193001,4,Closed,2023-09-14 16:39:04,2023-09-14 18:01:09,2023-03-10 00:00:00,0,HOLDING_Q,CAN,,OM_JOB_SERVER,2023-09-14 09:22:00
ZBC1193001,4,Closed,2023-09-14 16:39:04,2023-09-14 18:01:09,2023-03-10 00:00:00,1,SGX19,COM,,TINA,2023-03-10 15:12:59
ZBC1193001,4,Closed,2023-09-14 16:39:04,2023-09-14 18:01:09,2023-03-10 00:00:00,2,BATCH_DCI,COM,,OM_JOB_SERVER,2023-03-16 11:23:17
ZBC1193001,4,Closed,2023-09-14 16:39:04,2023-09-14 18:01:09,2023-03-10 00:00:00,3,GSDT79,COM,2023-03-10 15:30:13,P4002677,2023-03-10 15:30:33
ZBC1193001,4,Closed,2023-09-14 16:39:04,2023-09-14 18:01:09,2023-03-10 00:00:00,4,IPVM3,CAN,,OM_JOB_SERVER,2023-09-14 16:38:55
ZBC1193001,4,Closed,2023-09-14 16:39:04,2023-09-14 18:01:09,2023-03-10 00:00:00,5,FRMS_FULL,COM,,OM_JOB_SERVER,2023-09-14 16:38:59
ZBC1379001,9,PONR,,,2023-01-27 09:00:00,0,EXSXSCP2,DLY,,OM_AUTO_ALLOC,2023-02-09 14:28:17
ZBC1379001,9,PONR,,,2023-01-27 09:00:00,1,EXTS2,COM,,p1309860,2023-04-08 11:02:52
ZBC1379001,9,PONR,,,2023-01-27 09:00:00,2,EXTS4,COM,2023-04-08 10:55:50,p1309860,2023-04-08 11:00:19
ZBC1379002,9,PONR,,,2023-01-27 09:00:00,0,EXSXSCP2,DLY,,OM_AUTO_ALLOC,2023-02-09 14:28:15
ZBC1379002,9,PONR,,,2023-01-27 09:00:00,1,EXTS2,COM,,p1309860,2023-04-08 11:02:52
ZBC1379002,9,PONR,,,2023-01-27 09:00:00,2,EXTS4,COM,,p1309860,2023-04-08 11:01:44
ZBC1567001,2,Submitted,,,,0,GACY,COM,,p1331538,2023-02-09 15:05:46
ZBC1567001,2,Submitted,,,,1,GACY,COM,,p1331538,2023-02-09 15:06:44
ZBC1567001,2,Submitted,,,,2,BTS,COM,2023-02-14 09:17:25,p1309832,2023-02-14 17:35:35
ZBC1567001,2,Submitted,,,,3,GACY,COM,,p1331538,2023-02-09 15:06:19
ZBC1567001,2,Submitted,,,,4,EXTS2,COM,,p1309860,2023-04-08 11:02:52
ZBC1567001,2,Submitted,,,,5,EXSXSCP2,DLY,,OM_AUTO_ALLOC,2023-02-09 15:06:55
ZBC1567001,2,Submitted,,,,6,EXTS4,COM,2023-04-08 10:55:50,p1309860,2023-04-08 11:00:19
ZBC1567001,2,Submitted,,,,7,SOFTAN,COM,,OM_AUTO_ALLOC,2023-02-09 15:03:36
ZBC1567001,2,Submitted,,,,8,SOFTAN,COM,,OM_JOB_SERVER,2023-02-09 15:05:47
ZBC1567001,2,Submitted,,,,9,JOBREVIEW,COM,,seoklan,2023-02-14 17:27:06
ZBC1567001,2,Submitted,,,,10,GACY,COM,,p1331538,2023-02-15 09:31:48
ZBC1567001,2,Submitted,,,,11,SOFTAN,COM,,OM_JOB_SERVER,2023-02-14 10:10:43
ZBC1567002,2,Submitted,,,,0,GACY,COM,,p1331538,2023-02-09 15:16:05
ZBC1567002,2,Submitted,,,,1,GACY,COM,,p1331538,2023-02-09 15:22:26
ZBC1567002,2,Submitted,,,,2,BTS,COM,,p1309832,2023-02-11 11:48:00
ZBC1567002,2,Submitted,,,,3,GACY,COM,,p1331538,2023-02-09 15:16:54
ZBC1567002,2,Submitted,,,,4,EXTS2,COM,,p1309860,2023-04-08 11:02:52
ZBC1567002,2,Submitted,,,,5,EXSXSCP2,DLY,,OM_AUTO_ALLOC,2023-02-09 15:17:03
ZBC1567002,2,Submitted,,,,6,EXTS4,COM,,p1309860,2023-04-08 11:01:14
ZBC1567002,2,Submitted,,,,7,SOFTAN,COM,,OM_JOB_SERVER,2023-02-09 15:14:50
ZBC1567002,2,Submitted,,,,8,SOFTAN,COM,,OM_JOB_SERVER,2023-02-09 15:15:50
ZBC1567002,2,Submitted,,,,9,GACY,COM,,p1331538,2023-02-14 10:19:21
ZBC1567002,2,Submitted,,,,10,SOFTAN,COM,,OM_JOB_SERVER,2023-02-14 10:19:13
ZBC1567002,2,Submitted,,,,11,GACY,COM,,p1331538,2023-02-14 10:28:56
ZBC1895001,9,PONR,,,2023-01-27 09:00:00,0,EXSXSCP2,DLY,,OM_AUTO_ALLOC,2023-02-09 16:55:57
ZBC1895001,9,PONR,,,2023-01-27 09:00:00,1,EXTS2,COM,,p1309860,2023-04-08 11:02:52
ZBC1895001,9,PONR,,,2023-01-27 09:00:00,2,EXTS4,COM,,p1309860,2023-04-08 11:01:44
ZBC1895002,9,PONR,,,2023-01-27 09:00:00,0,EXSXSCP2,DLY,,OM_AUTO_ALLOC,2023-02-09 16:55:53
ZBC1895002,9,PONR,,,2023-01-27 09:00:00,1,EXTS2,COM,,p1309860,2023-04-08 11:02:52
ZBC1895002,9,PONR,,,2023-01-27 09:00:00,2,EXTS4,COM,2023-04-08 10:55:50,p1309860,2023-04-08 11:00:19
ZBC1895003,9,PONR,,,2023-01-27 09:00:00,0,EXSXSCP2,DLY,,OM_AUTO_ALLOC,2023-02-09 16:55:56
ZBC1895003,9,PONR,,,2023-01-27 09:00:00,1,EXTS2,COM,,p1309860,2023-04-08 11:02:52
ZBC1895003,9,PONR,,,2023-01-27 09:00:00,2,EXTS4,COM,,p1309860,2023-04-08 11:01:14
ZBC1895004,9,PONR,,,2023-01-27 09:00:00,0,EXSXSCP2,DLY,,OM_AUTO_ALLOC,2023-02-09 16:55:51
ZBC1895004,9,PONR,,,2023-01-27 09:00:00,1,EXTS2,COM,,p1309860,2023-04-08 11:02:52
ZBC1895004,9,PONR,,,2023-01-27 09:00:00,2,EXTS4,COM,,p1309860,2023-04-08 11:01:29
ZBC2389001,2,Submitted,,,,0,GACY,COM,,p1331538,2023-02-10 10:13:24
ZBC2389001,2,Submitted,,,,1,GACY,COM,,p1331538,2023-02-10 10:15:51
ZBC2389001,2,Submitted,,,,2,GACY,COM,,p1331538,2023-02-10 10:15:39
ZBC2389001,2,Submitted,,,,3,EXTS2,COM,,p1309860,2023-04-08 11:02:52
ZBC2389001,2,Submitted,,,,4,EXSXSCP2,DLY,,OM_AUTO_ALLOC,2023-02-10 10:15:59
ZBC2389001,2,Submitted,,,,5,EXTS4,COM,,p1309860,2023-04-08 11:01:44
ZBC2389001,2,Submitted,,,,6,BTS,COM,,p1309832,2023-02-11 11:49:55
ZBC2389001,2,Submitted,,,,7,SOFTAN,COM,,OM_JOB_SERVER,2023-02-10 10:13:48
ZBC2389001,2,Submitted,,,,8,GACY,COM,,p1331538,2023-02-14 10:55:19
ZBC2389001,2,Submitted,,,,9,SOFTAN,COM,,OM_JOB_SERVER,2023-02-14 10:54:42
ZBC2389001,2,Submitted,,,,10,SOFTAN,COM,,OM_JOB_SERVER,2023-02-14 10:55:43
ZBC2389002,2,Submitted,,,,0,GACY,COM,,p1331538,2023-02-10 10:19:23
ZBC2389002,2,Submitted,,,,1,GACY,COM,,p1331538,2023-02-10 10:20:03
ZBC2389002,2,Submitted,,,,2,GACY,COM,,p1331538,2023-02-10 10:19:52
ZBC2389002,2,Submitted,,,,3,EXTS2,COM,,p1309860,2023-04-08 11:02:52
ZBC2389002,2,Submitted,,,,4,EXSXSCP2,DLY,,OM_AUTO_ALLOC,2023-02-10 10:20:03
ZBC2389002,2,Submitted,,,,5,EXTS4,COM,2023-04-08 10:55:50,p1309860,2023-04-08 11:00:19
ZBC2389002,2,Submitted,,,,6,BTS,COM,,p1309832,2023-02-11 11:49:03
ZBC2389002,2,Submitted,,,,7,SOFTAN,COM,,OM_JOB_SERVER,2023-02-10 10:18:47
ZBC2389002,2,Submitted,,,,8,GACY,COM,,p1331538,2023-02-14 10:50:13
ZBC2389003,2,Submitted,,,,0,GACY,COM,,p1331538,2023-02-10 10:22:27
ZBC2389003,2,Submitted,,,,1,GACY,COM,,p1331538,2023-02-10 10:23:49
ZBC2389003,2,Submitted,,,,2,GACY,COM,,p1331538,2023-02-10 10:23:36
ZBC2389003,2,Submitted,,,,3,EXTS2,COM,,p1309860,2023-04-08 11:02:52
ZBC2389003,2,Submitted,,,,4,EXSXSCP2,DLY,,OM_AUTO_ALLOC,2023-02-10 10:23:52
ZBC2389003,2,Submitted,,,,5,EXTS4,COM,,p1309860,2023-04-08 11:01:44
ZBC2389003,2,Submitted,,,,6,BTS,COM,,p1309832,2023-02-11 11:54:17
ZBC2389003,2,Submitted,,,,7,SOFTAN,COM,,OM_JOB_SERVER,2023-02-10 10:22:56
ZBC2389003,2,Submitted,,,,8,GACY,COM,,p1331538,2023-02-14 10:51:16
ZBC2389004,2,Submitted,,,,0,GACY,COM,,p1331538,2023-02-16 13:40:13
ZBC2389004,2,Submitted,,,,1,GACY,COM,,p1331538,2023-02-16 13:42:13
ZBC2389004,2,Submitted,,,,2,GACY,COM,,p1331538,2023-02-16 13:41:55
ZBC2389004,2,Submitted,,,,3,EXTS2,COM,,p1309860,2023-04-08 11:02:52
ZBC2389004,2,Submitted,,,,4,EXSXSCP2,DLY,,OM_AUTO_ALLOC,2023-02-16 13:42:09
ZBC2389004,2,Submitted,,,,5,EXTS4,COM,,p1309860,2023-04-08 11:01:29
ZBC2389004,2,Submitted,,,,6,BTS,COM,,p1330836,2023-02-16 13:54:47
ZBC2389004,2,Submitted,,,,7,SOFTAN,COM,,OM_JOB_SERVER,2023-02-16 13:40:17
ZBC4985001,4,Closed,2023-03-01 16:13:30,2023-03-01 18:01:10,2023-03-01 04:13:00,0,WFM,COM,,AsDWFMss,2023-02-10 10:46:13
ZBC4985001,4,Closed,2023-03-01 16:13:30,2023-03-01 18:01:10,2023-03-01 04:13:00,1,FRMS_HALF,COM,,OM_AUTO_ALLOC,2023-02-10 10:35:44
ZBC4985001,4,Closed,2023-03-01 16:13:30,2023-03-01 18:01:10,2023-03-01 04:13:00,2,DWFM,COM,,WFM,2023-03-02 09:10:36
ZBC4985001,4,Closed,2023-03-01 16:13:30,2023-03-01 18:01:10,2023-03-01 04:13:00,3,SLMD,COM,2023-03-01 00:00:00,AsSLMDEss,2023-03-01 00:00:31
ZBC4985001,4,Closed,2023-03-01 16:13:30,2023-03-01 18:01:10,2023-03-01 04:13:00,4,SGMDP,COM,2023-03-01 01:07:00,AsSLMDEss,2023-03-01 01:07:11
ZBC4985001,4,Closed,2023-03-01 16:13:30,2023-03-01 18:01:10,2023-03-01 04:13:00,5,FRMS_FULL,COM,,OM_JOB_SERVER,2023-03-01 01:12:46
ZBC4985001,4,Closed,2023-03-01 16:13:30,2023-03-01 18:01:10,2023-03-01 04:13:00,6,SLMD,COM,2023-02-27 14:49:00,AsSLMDEss,2023-02-27 14:49:18
ZBC4999001,4,Closed,2023-03-05 13:14:07,2023-03-05 18:01:09,2023-03-05 01:13:00,0,WFM,COM,,AsDWFMss,2023-02-10 11:54:17
ZBC4999001,4,Closed,2023-03-05 13:14:07,2023-03-05 18:01:09,2023-03-05 01:13:00,1,FRMS_HALF,COM,,OM_AUTO_ALLOC,2023-02-10 11:52:54
ZBC4999001,4,Closed,2023-03-05 13:14:07,2023-03-05 18:01:09,2023-03-05 01:13:00,2,DWFM,COM,,WFM,2023-03-05 13:13:57
ZBC4999001,4,Closed,2023-03-05 13:14:07,2023-03-05 18:01:09,2023-03-05 01:13:00,3,SLMD,COM,2023-02-25 12:00:42,OPOSME101R,2023-03-02 08:15:19
ZBC4999001,4,Closed,2023-03-05 13:14:07,2023-03-05 18:01:09,2023-03-05 01:13:00,4,SGMDP,COM,2023-03-02 08:15:00,AsSLMDEss,2023-03-02 08:15:37
ZBC4999001,4,Closed,2023-03-05 13:14:07,2023-03-05 18:01:09,2023-03-05 01:13:00,5,FRMS_FULL,COM,,OM_JOB_SERVER,2023-03-02 08:15:52
ZBC4999001,4,Closed,2023-03-05 13:14:07,2023-03-05 18:01:09,2023-03-05 01:13:00,6,WFM,COM,,OPOWFM201R,2023-02-25 22:25:39
ZBC5336002,4,Closed,2023-03-10 15:40:27,2023-03-10 18:01:13,2023-03-10 00:00:00,0,CSBUGFS,COM,,OM_JOB_SERVER,2023-02-14 09:45:37
ZBC5336002,4,Closed,2023-03-10 15:40:27,2023-03-10 18:01:13,2023-03-10 00:00:00,1,CCS,CAN,,OM_JOB_SERVER,2023-02-14 09:45:49
ZBC5336002,4,Closed,2023-03-10 15:40:27,2023-03-10 18:01:13,2023-03-10 00:00:00,2,SOFTCY,COM,2023-02-14 11:05:09,AUTO_COM_PROCESS,2023-02-14 19:00:28
ZBC5336002,4,Closed,2023-03-10 15:40:27,2023-03-10 18:01:13,2023-03-10 00:00:00,3,CCS,CAN,,OM_JOB_SERVER,2023-02-14 17:44:20
ZBC5336002,4,Closed,2023-03-10 15:40:27,2023-03-10 18:01:13,2023-03-10 00:00:00,4,BCS,CAN,,OM_JOB_SERVER,2023-02-15 13:16:26
ZBC5336002,4,Closed,2023-03-10 15:40:27,2023-03-10 18:01:13,2023-03-10 00:00:00,5,CCS,CAN,,OM_JOB_SERVER,2023-03-07 09:54:35
ZBC5336002,4,Closed,2023-03-10 15:40:27,2023-03-10 18:01:13,2023-03-10 00:00:00,6,CCS,COM,2023-03-07 11:16:49,p1310132,2023-03-10 15:40:24
ZBC5454001,4,Closed,2023-03-04 13:03:08,2023-03-04 18:01:11,2023-03-04 01:03:00,0,WFM,COM,,AsDWFMss,2023-02-10 12:02:37
ZBC5454001,4,Closed,2023-03-04 13:03:08,2023-03-04 18:01:11,2023-03-04 01:03:00,1,FRMS_HALF,COM,,OM_JOB_SERVER,2023-02-10 12:00:27
ZBC5454001,4,Closed,2023-03-04 13:03:08,2023-03-04 18:01:11,2023-03-04 01:03:00,2,DWFM,COM,,WFM,2023-03-04 13:03:03
ZBC5454001,4,Closed,2023-03-04 13:03:08,2023-03-04 18:01:11,2023-03-04 01:03:00,3,SLMD,COM,2023-02-22 17:39:00,AsSLMDEss,2023-02-22 17:39:58
ZBC5454001,4,Closed,2023-03-04 13:03:08,2023-03-04 18:01:11,2023-03-04 01:03:00,4,SGMDP,COM,2023-02-22 17:40:00,AsSLMDEss,2023-02-22 17:40:07
ZBC5454001,4,Closed,2023-03-04 13:03:08,2023-03-04 18:01:11,2023-03-04 01:03:00,5,FRMS_FULL,COM,,OM_JOB_SERVER,2023-02-22 17:40:12
ZBC5454001,4,Closed,2023-03-04 13:03:08,2023-03-04 18:01:11,2023-03-04 01:03:00,6,SYSDWFM,COM,2023-02-22 17:39:00,AsDWFMss,2023-02-22 17:39:43
ZBC5454001,4,Closed,2023-03-04 13:03:08,2023-03-04 18:01:11,2023-03-04 01:03:00,7,WFM,COM,,AsDWFMss,2023-02-22 17:41:21
ZBC5837001,4,Closed,2023-04-20 00:24:55,2023-04-20 12:01:10,2023-04-20 00:00:00,0,FRMS_FULL,COM,,OM_JOB_SERVER,2023-04-20 00:24:53
ZBC5837001,4,Closed,2023-04-20 00:24:55,2023-04-20 12:01:10,2023-04-20 00:00:00,1,SYSBILLING,COM,,OM_JOB_SERVER,2023-04-20 00:15:14
ZBC5864001,4,Closed,2023-04-20 00:16:41,2023-04-20 18:01:08,2023-04-20 00:00:00,0,FRMS_FULL,COM,,OM_JOB_SERVER,2023-04-20 00:16:39
ZBC5864001,4,Closed,2023-04-20 00:16:41,2023-04-20 18:01:08,2023-04-20 00:00:00,1,SYSBILLING,COM,,OM_JOB_SERVER,2023-04-20 00:04:08
ZBC6049001,2,Submitted,,,,0,WFM,COM,,OPOWFM201R,2023-02-10 15:57:19
ZBC6049001,2,Submitted,,,,1,FTTH_HOLD,RDY,,OM_JOB_SERVER,2023-02-10 14:47:50
ZBC6049001,2,Submitted,,,,2,SGX13,CAN,,OM_JOB_SERVER,2023-04-25 18:39:55
ZBC6049001,2,Submitted,,,,3,DWFM,COM,,WFM,2023-02-25 10:08:46
ZBC6049001,2,Submitted,,,,4,FRMS_FULL,COM,,OM_JOB_SERVER,2023-02-24 11:00:08
ZBC6049001,2,Submitted,,,,5,SGX13,COM,,p1310819,2023-04-25 18:39:16
ZBC6339001,4,Closed,2023-04-20 14:47:12,2023-04-20 18:01:11,2023-04-18 00:00:00,0,HSDT1,COM,2023-02-16 10:00:11,allengu,2023-03-06 12:19:22
ZBC6339001,4,Closed,2023-04-20 14:47:12,2023-04-20 18:01:11,2023-04-18 00:00:00,1,WFMAPT,COM,,allengu,2023-03-29 11:09:39
ZBC6339001,4,Closed,2023-04-20 14:47:12,2023-04-20 18:01:11,2023-04-18 00:00:00,2,WFM,CAN,,OM_JOB_SERVER,2023-03-29 12:07:36
ZBC6339001,4,Closed,2023-04-20 14:47:12,2023-04-20 18:01:11,2023-04-18 00:00:00,3,OPET_CQ,COM,,p1322226,2023-03-07 08:56:48
ZBC6339001,4,Closed,2023-04-20 14:47:12,2023-04-20 18:01:11,2023-04-18 00:00:00,4,TNP,COM,,NGNIS_PR,2023-03-13 11:14:39
ZBC6339001,4,Closed,2023-04-20 14:47:12,2023-04-20 18:01:11,2023-04-18 00:00:00,5,FRMS_HALF,COM,,OM_JOB_SERVER,2023-03-13 11:14:45
ZBC6339001,4,Closed,2023-04-20 14:47:12,2023-04-20 18:01:11,2023-04-18 00:00:00,6,TNM_CQC,COM,,allengu,2023-04-18 15:26:07
ZBC6339001,4,Closed,2023-04-20 14:47:12,2023-04-20 18:01:11,2023-04-18 00:00:00,7,MCONF,COM,2023-03-13 11:21:53,OPIAWS101R,2023-03-13 13:30:19
ZBC6339001,4,Closed,2023-04-20 14:47:12,2023-04-20 18:01:11,2023-04-18 00:00:00,8,TBPO1,COM,,allengu,2023-04-18 18:26:40
ZBC6339001,4,Closed,2023-04-20 14:47:12,2023-04-20 18:01:11,2023-04-18 00:00:00,9,FRMS_FULL,COM,,OM_JOB_SERVER,2023-04-18 18:26:47
ZBC6339001,4,Closed,2023-04-20 14:47:12,2023-04-20 18:01:11,2023-04-18 00:00:00,10,MCONF,COM,2023-04-06 13:52:04,OPIAWS101R,2023-04-06 16:30:16
ZBC6339001,4,Closed,2023-04-20 14:47:12,2023-04-20 18:01:11,2023-04-18 00:00:00,11,MCONF,COM,2023-04-17 16:50:00,OPIAWS101R,2023-04-20 14:30:27
ZBC6339001,4,Closed,2023-04-20 14:47:12,2023-04-20 18:01:11,2023-04-18 00:00:00,12,MCONF,COM,2023-04-17 17:12:59,OPIAWS101R,2023-04-20 14:30:27
ZBC6565001,2,Submitted,,,,0,SGX19,COM,2023-07-14 07:10:07,OPSGMA101D,2023-07-14 07:10:07
ZBC6565001,2,Submitted,,,,1,GSDT79,COM,2023-09-27 07:10:08,OPSGMA101D,2023-09-27 07:10:08
ZBC6565001,2,Submitted,,,,2,IPVM1,COM,,saffawati,2023-09-27 13:37:42
ZBC6565001,2,Submitted,,,,3,FRMS_HALF,COM,,OM_AUTO_ALLOC,2023-07-12 10:40:36
ZBC6565001,2,Submitted,,,,4,TNP,COM,,NGNIS_PR,2023-07-13 09:44:15
ZBC6565001,2,Submitted,,,,5,WFMAPT,COM,,mnor,2023-08-10 19:12:19
ZBC6565001,2,Submitted,,,,6,ODC_ME6,CAN,,OM_JOB_SERVER,2023-07-14 12:56:15
ZBC6565001,2,Submitted,,,,7,WFM,CAN,,OM_JOB_SERVER,2023-08-10 20:44:40
ZBC6565001,2,Submitted,,,,8,FRMS_FULL,COM,,OM_JOB_SERVER,2023-09-27 13:37:47
ZBC6565001,2,Submitted,,,,9,IDA 2,RDY,,OM_JOB_SERVER,2023-09-27 13:37:47
ZBC6565001,2,Submitted,,,,10,BATCH_DCI,COM,,OM_JOB_SERVER,2023-09-27 13:37:59
ZBD5370001,4,Closed,2023-03-04 10:09:52,2023-03-04 12:01:18,2023-03-04 10:09:00,0,WFM,COM,,AsDWFMss,2023-02-11 12:12:38
ZBD5370001,4,Closed,2023-03-04 10:09:52,2023-03-04 12:01:18,2023-03-04 10:09:00,1,FRMS_HALF,COM,,OM_AUTO_ALLOC,2023-02-11 12:12:05
ZBD5370001,4,Closed,2023-03-04 10:09:52,2023-03-04 12:01:18,2023-03-04 10:09:00,2,DWFM,COM,,jennsoon,2023-03-04 10:09:47
ZBD5370001,4,Closed,2023-03-04 10:09:52,2023-03-04 12:01:18,2023-03-04 10:09:00,3,SLMD,COM,2023-03-03 00:02:00,AsSLMDEss,2023-03-03 00:03:27
ZBD5370001,4,Closed,2023-03-04 10:09:52,2023-03-04 12:01:18,2023-03-04 10:09:00,4,SGMDP,COM,2023-03-03 00:24:00,AsSLMDEss,2023-03-03 00:25:06
ZBD5370001,4,Closed,2023-03-04 10:09:52,2023-03-04 12:01:18,2023-03-04 10:09:00,5,FRMS_FULL,COM,,OM_JOB_SERVER,2023-03-03 00:28:56
ZBD5370001,4,Closed,2023-03-04 10:09:52,2023-03-04 12:01:18,2023-03-04 10:09:00,6,SLMD,COM,2023-03-01 08:52:00,AsSLMDEss,2023-03-01 08:52:21
ZBD6147002,4,Closed,2023-04-20 10:44:43,2023-04-20 12:01:10,2023-03-04 00:14:00,0,GACY,COM,,p1334041,2023-02-13 09:19:20
ZBD6147002,4,Closed,2023-04-20 10:44:43,2023-04-20 12:01:10,2023-03-04 00:14:00,1,ESBUGFS,COM,,abdulwahab,2023-03-04 12:14:17
ZBD6147002,4,Closed,2023-04-20 10:44:43,2023-04-20 12:01:10,2023-03-04 00:14:00,2,SOFTES,COM,2023-03-01 15:36:17,AUTO_COM_PROCESS,2023-03-01 19:00:23
ZBD6147002,4,Closed,2023-04-20 10:44:43,2023-04-20 12:01:10,2023-03-04 00:14:00,3,CES,COM,2023-03-01 15:55:44,p1310132,2023-03-02 09:04:46
ZBD6147002,4,Closed,2023-04-20 10:44:43,2023-04-20 12:01:10,2023-03-04 00:14:00,4,GACY,COM,,p1334041,2023-04-20 10:44:36
ZBD6165002,4,Closed,2023-04-20 10:51:27,2023-04-20 12:01:10,2023-03-04 00:14:00,0,ESBUGFS,COM,,abdulwahab,2023-03-04 12:14:17
ZBD6165002,4,Closed,2023-04-20 10:51:27,2023-04-20 12:01:10,2023-03-04 00:14:00,1,SOFTES,COM,2023-03-01 14:46:51,P1349999,2023-03-01 14:49:06
ZBD6165002,4,Closed,2023-04-20 10:51:27,2023-04-20 12:01:10,2023-03-04 00:14:00,2,CES,COM,2023-03-01 09:20:42,p1310132,2023-03-02 09:02:36
ZBD6165002,4,Closed,2023-04-20 10:51:27,2023-04-20 12:01:10,2023-03-04 00:14:00,3,GACY,COM,,p1334041,2023-04-20 10:51:23
ZBD6488001,4,Closed,2023-03-01 01:13:36,2023-03-01 12:01:34,2023-03-01 01:07:00,0,WFM,COM,,AsDWFMss,2023-02-12 09:46:20
ZBD6488001,4,Closed,2023-03-01 01:13:36,2023-03-01 12:01:34,2023-03-01 01:07:00,1,FRMS_HALF,COM,,OM_AUTO_ALLOC,2023-02-12 09:45:59
ZBD6488001,4,Closed,2023-03-01 01:13:36,2023-03-01 12:01:34,2023-03-01 01:07:00,2,DWFM,COM,,WFM,2023-02-27 22:41:59
ZBD6488001,4,Closed,2023-03-01 01:13:36,2023-03-01 12:01:34,2023-03-01 01:07:00,3,SLMD,COM,2023-03-01 00:03:00,AsSLMDEss,2023-03-01 00:04:14
ZBD6488001,4,Closed,2023-03-01 01:13:36,2023-03-01 12:01:34,2023-03-01 01:07:00,4,SGMDP,COM,2023-03-01 01:07:00,AsSLMDEss,2023-03-01 01:07:35
ZBD6488001,4,Closed,2023-03-01 01:13:36,2023-03-01 12:01:34,2023-03-01 01:07:00,5,FRMS_FULL,COM,,OM_JOB_SERVER,2023-03-01 01:13:33
ZBD6488001,4,Closed,2023-03-01 01:13:36,2023-03-01 12:01:34,2023-03-01 01:07:00,6,SLMD,COM,2023-02-24 17:00:00,OM_AUTO_ALLOC,2023-02-24 17:00:56
ZBD8670001,4,Closed,2023-03-04 13:11:57,2023-03-04 18:01:11,2023-03-04 01:10:00,0,WFM,COM,,AsDWFMss,2023-02-13 07:51:26
ZBD8670001,4,Closed,2023-03-04 13:11:57,2023-03-04 18:01:11,2023-03-04 01:10:00,1,FRMS_HALF,COM,,OM_AUTO_ALLOC,2023-02-13 07:51:15
ZBD8670001,4,Closed,2023-03-04 13:11:57,2023-03-04 18:01:11,2023-03-04 01:10:00,2,DWFM,COM,,WFM,2023-03-04 13:10:34
ZBD8670001,4,Closed,2023-03-04 13:11:57,2023-03-04 18:01:11,2023-03-04 01:10:00,3,SLMD,COM,2023-02-27 18:31:00,OPOSME101R,2023-03-02 08:15:19
ZBD8670001,4,Closed,2023-03-04 13:11:57,2023-03-04 18:01:11,2023-03-04 01:10:00,4,SGMDP,COM,2023-03-02 08:15:00,AsSLMDEss,2023-03-02 08:15:38
ZBD8670001,4,Closed,2023-03-04 13:11:57,2023-03-04 18:01:11,2023-03-04 01:10:00,5,FRMS_FULL,COM,,OM_JOB_SERVER,2023-03-02 08:15:54
ZBD8670001,4,Closed,2023-03-04 13:11:57,2023-03-04 18:01:11,2023-03-04 01:10:00,6,WFM,COM,,AsDWFMss,2023-02-28 03:37:58
ZBD8763001,4,Closed,2023-03-01 17:35:19,2023-03-01 18:01:13,2023-03-01 05:35:00,0,WFM,COM,,AsDWFMss,2023-02-13 08:49:42
ZBD8763001,4,Closed,2023-03-01 17:35:19,2023-03-01 18:01:13,2023-03-01 05:35:00,1,FRMS_HALF,COM,,OM_AUTO_ALLOC,2023-02-13 08:48:31
